"Country.Name","Indicator.Name","group","year","value"
"United States","Suicide mortality rate (x/100,000)","health & well-being",2000,11
"United States","Tax revenue (%)","governance",2000,12.969
"United States","Unemployment total (%)","economy",2000,3.99
"United States","Unemployment youth total (%)","economy",2000,9.21
"United States","Vulnerable employment (%))","economy",2000,4.55
"Germany","Adolescent fertility rate (x/1000)","health & well-being",2001,12.5188
"Germany","Consumer price index (2010 = 100)","economy",2001,87.399
"Germany","Health expenditure (% of GDP)","health & well-being",2001,9.9205
"Germany","Death rate (x/1000)","health & well-being",2001,10.1
"Germany","Exports as a capacity to import","economy",2001,714596611419.343
"Germany","Final consumption expenditure (% of GDP)","economy",2001,75.413
"Germany","FDI, net inflows (% of GDP)","economy",2001,2.9293
"Germany","GDP growth (annual %)","economy",2001,1.6815
"Germany","Government final consumption (%)","governance",2001,18.9489
"Germany","Gini index","inequality",2001,30.3
"Germany","Gross domestic savings (% of GDP)","economy",2001,24.587
"Germany","Income share of top 20%","inequality",2001,39.1
"Germany","Income share of bottom 20%","inequality",2001,8.6
"Germany","Inflation (annual %)","economy",2001,1.9839
"Germany","Labor force participation rate (%)","economy",2001,71.77
"Germany","Life expectancy at brith (years)","health & well-being",2001,78.3293
"Germany","Market cap of domestic companies (%)","economy",2001,55.1281
"Germany","Mortality rate under-5 (x/1000)","health & well-being",2001,5.2
"Germany","Suicide mortality rate (x/100,000)","health & well-being",2001,14.5
"Germany","Tax revenue (%)","governance",2001,10.9617
"Germany","Unemployment total (%)","economy",2001,7.77
"Germany","Unemployment youth total (%)","economy",2001,7.79
"Germany","Vulnerable employment (%))","economy",2001,6.12
"India","Adolescent fertility rate (x/1000)","health & well-being",2001,63.498
"India","Consumer price index (2010 = 100)","economy",2001,56.3919
"India","Health expenditure (% of GDP)","health & well-being",2001,4.2628
"India","Death rate (x/1000)","health & well-being",2001,8.555
"India","Exports as a capacity to import","economy",2001,5503651391945.98
"India","Final consumption expenditure (% of GDP)","economy",2001,75.9083
"India","FDI, net inflows (% of GDP)","economy",2001,1.0564
"India","GDP growth (annual %)","economy",2001,4.824
"India","Government final consumption (%)","governance",2001,11.7614
"India","Gross domestic savings (% of GDP)","economy",2001,24.0917
"India","Inflation (annual %)","economy",2001,3.7793
"India","Labor force participation rate (%)","economy",2001,59.79
"India","Life expectancy at brith (years)","health & well-being",2001,62.907
"India","Market cap of domestic companies (%)","economy",2001,30.6467
"India","Mortality rate under-5 (x/1000)","health & well-being",2001,88.2
"India","Real interest rate (%)","economy",2001,8.5914
"India","Suicide mortality rate (x/100,000)","health & well-being",2001,16.6
"India","Tax revenue (%)","governance",2001,8.0795
"India","Total reserves (% of external debt)","governance",2001,49.2973
"India","Unemployment total (%)","economy",2001,5.73
"India","Unemployment youth total (%)","economy",2001,17.98
"India","Vulnerable employment (%))","economy",2001,83.64
"South Africa","Adolescent fertility rate (x/1000)","health & well-being",2001,68.0176
"South Africa","Consumer price index (2010 = 100)","economy",2001,63.3141
"South Africa","Health expenditure (% of GDP)","health & well-being",2001,7.4511
"South Africa","Death rate (x/1000)","health & well-being",2001,12.709
"South Africa","Exports as a capacity to import","economy",2001,491277451765.219
"South Africa","Final consumption expenditure (% of GDP)","economy",2001,81.4215
"South Africa","FDI, net inflows (% of GDP)","economy",2001,5.9831
"South Africa","GDP growth (annual %)","economy",2001,2.7
"South Africa","Government final consumption (%)","governance",2001,18.5341
"South Africa","Gross domestic savings (% of GDP)","economy",2001,18.5785
"South Africa","Inflation (annual %)","economy",2001,5.7019
"South Africa","Labor force participation rate (%)","economy",2001,58.62
"South Africa","Life expectancy at brith (years)","health & well-being",2001,55.089
"South Africa","Market cap of domestic companies (%)","economy",2001,121.3611
"South Africa","Mortality rate under-5 (x/1000)","health & well-being",2001,73
"South Africa","Real interest rate (%)","economy",2001,5.6939
"South Africa","Suicide mortality rate (x/100,000)","health & well-being",2001,23
"South Africa","Tax revenue (%)","governance",2001,24.1856
"South Africa","Total reserves (% of external debt)","governance",2001,29.8747
"South Africa","Unemployment total (%)","economy",2001,30.69
"South Africa","Unemployment youth total (%)","economy",2001,55.41
"South Africa","Vulnerable employment (%))","economy",2001,10.85
"United States","Adolescent fertility rate (x/1000)","health & well-being",2001,44.4236
"United States","Consumer price index (2010 = 100)","economy",2001,81.2026
"United States","Health expenditure (% of GDP)","health & well-being",2001,13.2192
"United States","Death rate (x/1000)","health & well-being",2001,8.5
"United States","Exports as a capacity to import","economy",2001,1245616841152.19
"United States","Final consumption expenditure (% of GDP)","economy",2001,81.3001
"United States","FDI, net inflows (% of GDP)","economy",2001,1.6301
"United States","GDP growth (annual %)","economy",2001,0.9983
"United States","Government final consumption (%)","governance",2001,14.5286
"United States","Gini index","inequality",2001,40.6
"United States","Gross domestic savings (% of GDP)","economy",2001,18.6999
"United States","Income share of top 20%","inequality",2001,46.2
"United States","Income share of bottom 20%","inequality",2001,5.4
"United States","Inflation (annual %)","economy",2001,2.8262
"United States","Labor force participation rate (%)","economy",2001,75.93
"United States","Life expectancy at brith (years)","health & well-being",2001,76.8366
"United States","Market cap of domestic companies (%)","economy",2001,132.148
"United States","Mortality rate under-5 (x/1000)","health & well-being",2001,8.3
"United States","Real interest rate (%)","economy",2001,4.6268
"United States","Suicide mortality rate (x/100,000)","health & well-being",2001,11.4
"United States","Tax revenue (%)","governance",2001,11.8578
"United States","Unemployment total (%)","economy",2001,4.73
"United States","Unemployment youth total (%)","economy",2001,10.44
"United States","Vulnerable employment (%))","economy",2001,4.52
"Germany","Adolescent fertility rate (x/1000)","health & well-being",2002,12.37
"Germany","Consumer price index (2010 = 100)","economy",2002,88.6407
"Germany","Health expenditure (% of GDP)","health & well-being",2002,10.1836
"Germany","Death rate (x/1000)","health & well-being",2002,10.2
"Germany","Exports as a capacity to import","economy",2002,759393812016.989
"Germany","Final consumption expenditure (% of GDP)","economy",2002,74.9733
"Germany","FDI, net inflows (% of GDP)","economy",2002,2.4784
"Germany","GDP growth (annual %)","economy",2002,-0.198
"Germany","Government final consumption (%)","governance",2002,19.2316
"Germany","Gini index","inequality",2002,29.9
"Germany","Gross domestic savings (% of GDP)","economy",2002,25.0267
"Germany","Income share of top 20%","inequality",2002,38.6
"Germany","Income share of bottom 20%","inequality",2002,8.6
"Germany","Inflation (annual %)","economy",2002,1.4208
"Germany","Labor force participation rate (%)","economy",2002,72.06
"Germany","Life expectancy at brith (years)","health & well-being",2002,78.2293
"Germany","Market cap of domestic companies (%)","economy",2002,33.1628
"Germany","Mortality rate under-5 (x/1000)","health & well-being",2002,5.1
"Germany","Suicide mortality rate (x/100,000)","health & well-being",2002,14.6
"Germany","Tax revenue (%)","governance",2002,10.8353
"Germany","Unemployment total (%)","economy",2002,8.48
"Germany","Unemployment youth total (%)","economy",2002,9.29
"Germany","Vulnerable employment (%))","economy",2002,6.13
"India","Adolescent fertility rate (x/1000)","health & well-being",2002,60.159
"India","Consumer price index (2010 = 100)","economy",2002,58.8152
"India","Health expenditure (% of GDP)","health & well-being",2002,4.2402
"India","Death rate (x/1000)","health & well-being",2002,8.427
"India","Exports as a capacity to import","economy",2002,6170250039001.09
"India","Final consumption expenditure (% of GDP)","economy",2002,74.3437
"India","FDI, net inflows (% of GDP)","economy",2002,1.0116
"India","GDP growth (annual %)","economy",2002,3.804
"India","Government final consumption (%)","governance",2002,11.3141
"India","Gross domestic savings (% of GDP)","economy",2002,25.6563
"India","Inflation (annual %)","economy",2002,4.2972
"India","Labor force participation rate (%)","economy",2002,59.93
"India","Life expectancy at brith (years)","health & well-being",2002,63.304
"India","Market cap of domestic companies (%)","economy",2002,33.4381
"India","Mortality rate under-5 (x/1000)","health & well-being",2002,84.6
"India","Real interest rate (%)","economy",2002,7.9072
"India","Suicide mortality rate (x/100,000)","health & well-being",2002,16.1
"India","Tax revenue (%)","governance",2002,8.6763
"India","Total reserves (% of external debt)","governance",2002,67.7197
"India","Unemployment total (%)","economy",2002,5.77
"India","Unemployment youth total (%)","economy",2002,18.16
"India","Vulnerable employment (%))","economy",2002,83.62
"South Africa","Adolescent fertility rate (x/1000)","health & well-being",2002,65.751
"South Africa","Consumer price index (2010 = 100)","economy",2002,69.3256
"South Africa","Health expenditure (% of GDP)","health & well-being",2002,6.8829
"South Africa","Death rate (x/1000)","health & well-being",2002,13.225
"South Africa","Exports as a capacity to import","economy",2002,508745738986.076
"South Africa","Final consumption expenditure (% of GDP)","economy",2002,79.5843
"South Africa","FDI, net inflows (% of GDP)","economy",2002,1.2814
"South Africa","GDP growth (annual %)","economy",2002,3.7004
"South Africa","Government final consumption (%)","governance",2002,18.8052
"South Africa","Gross domestic savings (% of GDP)","economy",2002,20.4157
"South Africa","Inflation (annual %)","economy",2002,9.4947
"South Africa","Labor force participation rate (%)","economy",2002,58.53
"South Africa","Life expectancy at brith (years)","health & well-being",2002,54.31
"South Africa","Market cap of domestic companies (%)","economy",2002,157.5984
"South Africa","Mortality rate under-5 (x/1000)","health & well-being",2002,74.4
"South Africa","Real interest rate (%)","economy",2002,3.1591
"South Africa","Suicide mortality rate (x/100,000)","health & well-being",2002,24.3
"South Africa","Tax revenue (%)","governance",2002,23.2784
"South Africa","Total reserves (% of external debt)","governance",2002,22.2961
"South Africa","Unemployment total (%)","economy",2002,33.29
"South Africa","Unemployment youth total (%)","economy",2002,59.64
"South Africa","Vulnerable employment (%))","economy",2002,10.98
"United States","Adolescent fertility rate (x/1000)","health & well-being",2002,42.682
"United States","Consumer price index (2010 = 100)","economy",2002,82.4905
"United States","Health expenditure (% of GDP)","health & well-being",2002,14.0075
"United States","Death rate (x/1000)","health & well-being",2002,8.5
"United States","Exports as a capacity to import","economy",2002,1230391301511.16
"United States","Final consumption expenditure (% of GDP)","economy",2002,82.1816
"United States","FDI, net inflows (% of GDP)","economy",2002,1.0155
"United States","GDP growth (annual %)","economy",2002,1.7417
"United States","Government final consumption (%)","governance",2002,15.0419
"United States","Gini index","inequality",2002,40.4
"United States","Gross domestic savings (% of GDP)","economy",2002,17.8184
"United States","Income share of top 20%","inequality",2002,45.9
"United States","Income share of bottom 20%","inequality",2002,5.3
"United States","Inflation (annual %)","economy",2002,1.586
"United States","Labor force participation rate (%)","economy",2002,75.42
"United States","Life expectancy at brith (years)","health & well-being",2002,76.9366
"United States","Market cap of domestic companies (%)","economy",2002,101.0791
"United States","Mortality rate under-5 (x/1000)","health & well-being",2002,8.2
"United States","Real interest rate (%)","economy",2002,3.0451
"United States","Suicide mortality rate (x/100,000)","health & well-being",2002,11.8
"United States","Tax revenue (%)","governance",2002,9.8614
"United States","Unemployment total (%)","economy",2002,5.78
"United States","Unemployment youth total (%)","economy",2002,11.9
"United States","Vulnerable employment (%))","economy",2002,4.45
"Germany","Adolescent fertility rate (x/1000)","health & well-being",2003,11.8502
"Germany","Consumer price index (2010 = 100)","economy",2003,89.5575
"Germany","Health expenditure (% of GDP)","health & well-being",2003,10.402
"Germany","Death rate (x/1000)","health & well-being",2003,10.3
"Germany","Exports as a capacity to import","economy",2003,788284078100.584
"Germany","Final consumption expenditure (% of GDP)","economy",2003,75.7891
"Germany","FDI, net inflows (% of GDP)","economy",2003,2.6201
"Germany","GDP growth (annual %)","economy",2003,-0.7001
"Germany","Government final consumption (%)","governance",2003,19.3256
"Germany","Gini index","inequality",2003,30
"Germany","Gross domestic savings (% of GDP)","economy",2003,24.2109
"Germany","Income share of top 20%","inequality",2003,38.8
"Germany","Income share of bottom 20%","inequality",2003,8.6
"Germany","Inflation (annual %)","economy",2003,1.0342
"Germany","Labor force participation rate (%)","economy",2003,72.64
"Germany","Life expectancy at brith (years)","health & well-being",2003,78.3805
"Germany","Market cap of domestic companies (%)","economy",2003,43.228
"Germany","Mortality rate under-5 (x/1000)","health & well-being",2003,5
"Germany","Suicide mortality rate (x/100,000)","health & well-being",2003,14.4
"Germany","Tax revenue (%)","governance",2003,10.9985
"Germany","Unemployment total (%)","economy",2003,9.78
"Germany","Unemployment youth total (%)","economy",2003,11.03
"Germany","Vulnerable employment (%))","economy",2003,6.37
"India","Adolescent fertility rate (x/1000)","health & well-being",2003,57.039
"India","Consumer price index (2010 = 100)","economy",2003,61.0536
"India","Health expenditure (% of GDP)","health & well-being",2003,4.0085
"India","Death rate (x/1000)","health & well-being",2003,8.306
"India","Exports as a capacity to import","economy",2003,7175254496006.51
"India","Final consumption expenditure (% of GDP)","economy",2003,72.38
"India","FDI, net inflows (% of GDP)","economy",2003,0.6059
"India","GDP growth (annual %)","economy",2003,7.8604
"India","Government final consumption (%)","governance",2003,10.8762
"India","Gross domestic savings (% of GDP)","economy",2003,27.62
"India","Inflation (annual %)","economy",2003,3.8059
"India","Labor force participation rate (%)","economy",2003,60.09
"India","Life expectancy at brith (years)","health & well-being",2003,63.699
"India","Market cap of domestic companies (%)","economy",2003,50.8467
"India","Mortality rate under-5 (x/1000)","health & well-being",2003,81.2
"India","Real interest rate (%)","economy",2003,7.3079
"India","Suicide mortality rate (x/100,000)","health & well-being",2003,15.3
"India","Tax revenue (%)","governance",2003,9.1081
"India","Total reserves (% of external debt)","governance",2003,87.2587
"India","Unemployment total (%)","economy",2003,5.77
"India","Unemployment youth total (%)","economy",2003,18.3
"India","Vulnerable employment (%))","economy",2003,83.43
"South Africa","Adolescent fertility rate (x/1000)","health & well-being",2003,66.0524
"South Africa","Consumer price index (2010 = 100)","economy",2003,73.2629
"South Africa","Health expenditure (% of GDP)","health & well-being",2003,6.914
"South Africa","Death rate (x/1000)","health & well-being",2003,13.63
"South Africa","Exports as a capacity to import","economy",2003,530950123854.354
"South Africa","Final consumption expenditure (% of GDP)","economy",2003,79.6113
"South Africa","FDI, net inflows (% of GDP)","economy",2003,0.4469
"South Africa","GDP growth (annual %)","economy",2003,2.9491
"South Africa","Government final consumption (%)","governance",2003,19.0579
"South Africa","Gross domestic savings (% of GDP)","economy",2003,20.3887
"South Africa","Inflation (annual %)","economy",2003,5.6794
"South Africa","Labor force participation rate (%)","economy",2003,58.48
"South Africa","Life expectancy at brith (years)","health & well-being",2003,53.749
"South Africa","Market cap of domestic companies (%)","economy",2003,148.7806
"South Africa","Mortality rate under-5 (x/1000)","health & well-being",2003,76
"South Africa","Real interest rate (%)","economy",2003,8.6629
"South Africa","Suicide mortality rate (x/100,000)","health & well-being",2003,25.1
"South Africa","Tax revenue (%)","governance",2003,23.0375
"South Africa","Total reserves (% of external debt)","governance",2003,21.4982
"South Africa","Unemployment total (%)","economy",2003,32.31
"South Africa","Unemployment youth total (%)","economy",2003,60.83
"South Africa","Vulnerable employment (%))","economy",2003,10.84
"United States","Adolescent fertility rate (x/1000)","health & well-being",2003,42.0618
"United States","Consumer price index (2010 = 100)","economy",2003,84.3631
"United States","Health expenditure (% of GDP)","health & well-being",2003,14.5216
"United States","Death rate (x/1000)","health & well-being",2003,8.4
"United States","Exports as a capacity to import","economy",2003,1239088208273.45
"United States","Final consumption expenditure (% of GDP)","economy",2003,82.6487
"United States","FDI, net inflows (% of GDP)","economy",2003,1.022
"United States","GDP growth (annual %)","economy",2003,2.8612
"United States","Government final consumption (%)","governance",2003,15.2465
"United States","Gini index","inequality",2003,40.8
"United States","Gross domestic savings (% of GDP)","economy",2003,17.3513
"United States","Income share of top 20%","inequality",2003,46.2
"United States","Income share of bottom 20%","inequality",2003,5.2
"United States","Inflation (annual %)","economy",2003,2.2701
"United States","Labor force participation rate (%)","economy",2003,74.78
"United States","Life expectancy at brith (years)","health & well-being",2003,77.0366
"United States","Market cap of domestic companies (%)","economy",2003,124.5066
"United States","Mortality rate under-5 (x/1000)","health & well-being",2003,8.1
"United States","Real interest rate (%)","economy",2003,2.2241
"United States","Suicide mortality rate (x/100,000)","health & well-being",2003,11.7
"United States","Tax revenue (%)","governance",2003,9.3892
"United States","Unemployment total (%)","economy",2003,5.99
"United States","Unemployment youth total (%)","economy",2003,12.32
"United States","Vulnerable employment (%))","economy",2003,4.59
"Germany","Adolescent fertility rate (x/1000)","health & well-being",2004,11.3304
"Germany","Consumer price index (2010 = 100)","economy",2004,91.0493
"Germany","Health expenditure (% of GDP)","health & well-being",2004,10.146
"Germany","Death rate (x/1000)","health & well-being",2004,9.9
"Germany","Exports as a capacity to import","economy",2004,880446244131.619
"Germany","Final consumption expenditure (% of GDP)","economy",2004,74.9604
"Germany","FDI, net inflows (% of GDP)","economy",2004,-0.7265
"Germany","GDP growth (annual %)","economy",2004,1.1751
"Germany","Government final consumption (%)","governance",2004,18.8174
"Germany","Gini index","inequality",2004,30.4
"Germany","Gross domestic savings (% of GDP)","economy",2004,25.0396
"Germany","Income share of top 20%","inequality",2004,39.1
"Germany","Income share of bottom 20%","inequality",2004,8.5
"Germany","Inflation (annual %)","economy",2004,1.6657
"Germany","Labor force participation rate (%)","economy",2004,72.67
"Germany","Life expectancy at brith (years)","health & well-being",2004,78.6805
"Germany","Market cap of domestic companies (%)","economy",2004,42.5218
"Germany","Mortality rate under-5 (x/1000)","health & well-being",2004,4.9
"Germany","Suicide mortality rate (x/100,000)","health & well-being",2004,14
"Germany","Tax revenue (%)","governance",2004,10.4263
"Germany","Unemployment total (%)","economy",2004,10.73
"Germany","Unemployment youth total (%)","economy",2004,12.99
"Germany","Vulnerable employment (%))","economy",2004,6.9
"India","Adolescent fertility rate (x/1000)","health & well-being",2004,53.919
"India","Consumer price index (2010 = 100)","economy",2004,63.3536
"India","Health expenditure (% of GDP)","health & well-being",2004,3.9574
"India","Death rate (x/1000)","health & well-being",2004,8.189
"India","Exports as a capacity to import","economy",2004,8342348245528.9
"India","Final consumption expenditure (% of GDP)","economy",2004,68.7563
"India","FDI, net inflows (% of GDP)","economy",2004,0.7656
"India","GDP growth (annual %)","economy",2004,7.9229
"India","Government final consumption (%)","governance",2004,10.4047
"India","Gross domestic savings (% of GDP)","economy",2004,31.2437
"India","Inflation (annual %)","economy",2004,3.7673
"India","Labor force participation rate (%)","economy",2004,60.25
"India","Life expectancy at brith (years)","health & well-being",2004,64.095
"India","Market cap of domestic companies (%)","economy",2004,58.5976
"India","Mortality rate under-5 (x/1000)","health & well-being",2004,77.8
"India","Real interest rate (%)","economy",2004,4.9101
"India","Suicide mortality rate (x/100,000)","health & well-being",2004,15.2
"India","Tax revenue (%)","governance",2004,9.5708
"India","Total reserves (% of external debt)","governance",2004,106.4594
"India","Unemployment total (%)","economy",2004,5.72
"India","Unemployment youth total (%)","economy",2004,18.32
"India","Vulnerable employment (%))","economy",2004,83.2
"South Africa","Adolescent fertility rate (x/1000)","health & well-being",2004,66.3538
"South Africa","Consumer price index (2010 = 100)","economy",2004,72.7559
"South Africa","Health expenditure (% of GDP)","health & well-being",2004,6.8114
"South Africa","Death rate (x/1000)","health & well-being",2004,13.897
"South Africa","Exports as a capacity to import","economy",2004,556125922917.047
"South Africa","Final consumption expenditure (% of GDP)","economy",2004,81.0241
"South Africa","FDI, net inflows (% of GDP)","economy",2004,0.3068
"South Africa","GDP growth (annual %)","economy",2004,4.5546
"South Africa","Government final consumption (%)","governance",2004,19.1576
"South Africa","Gross domestic savings (% of GDP)","economy",2004,18.9759
"South Africa","Inflation (annual %)","economy",2004,-0.692
"South Africa","Labor force participation rate (%)","economy",2004,58.47
"South Africa","Life expectancy at brith (years)","health & well-being",2004,53.444
"South Africa","Market cap of domestic companies (%)","economy",2004,193.5866
"South Africa","Mortality rate under-5 (x/1000)","health & well-being",2004,78.1
"South Africa","Real interest rate (%)","economy",2004,4.4727
"South Africa","Suicide mortality rate (x/100,000)","health & well-being",2004,24.6
"South Africa","Tax revenue (%)","governance",2004,24.2821
"South Africa","Total reserves (% of external debt)","governance",2004,34.9337
"South Africa","Unemployment total (%)","economy",2004,29.45
"South Africa","Unemployment youth total (%)","economy",2004,56.13
"South Africa","Vulnerable employment (%))","economy",2004,10.6
"United States","Adolescent fertility rate (x/1000)","health & well-being",2004,41.4416
"United States","Consumer price index (2010 = 100)","economy",2004,86.6217
"United States","Health expenditure (% of GDP)","health & well-being",2004,14.6099
"United States","Death rate (x/1000)","health & well-being",2004,8.2
"United States","Exports as a capacity to import","economy",2004,1344019294938.33
"United States","Final consumption expenditure (% of GDP)","economy",2004,82.4101
"United States","FDI, net inflows (% of GDP)","economy",2004,1.7492
"United States","GDP growth (annual %)","economy",2004,3.7989
"United States","Government final consumption (%)","governance",2004,15.1689
"United States","Gini index","inequality",2004,40.3
"United States","Gross domestic savings (% of GDP)","economy",2004,17.5899
"United States","Income share of top 20%","inequality",2004,45.8
"United States","Income share of bottom 20%","inequality",2004,5.3
"United States","Inflation (annual %)","economy",2004,2.6772
"United States","Labor force participation rate (%)","economy",2004,74.35
"United States","Life expectancy at brith (years)","health & well-being",2004,77.4878
"United States","Market cap of domestic companies (%)","economy",2004,133.6506
"United States","Mortality rate under-5 (x/1000)","health & well-being",2004,8.1
"United States","Real interest rate (%)","economy",2004,1.6046
"United States","Suicide mortality rate (x/100,000)","health & well-being",2004,11.9
"United States","Tax revenue (%)","governance",2004,9.5402
"United States","Unemployment total (%)","economy",2004,5.53
"United States","Unemployment youth total (%)","economy",2004,11.74
"United States","Vulnerable employment (%))","economy",2004,4.61
"Germany","Adolescent fertility rate (x/1000)","health & well-being",2005,10.8106
"Germany","Consumer price index (2010 = 100)","economy",2005,92.4577
"Germany","Health expenditure (% of GDP)","health & well-being",2005,10.3115
"Germany","Death rate (x/1000)","health & well-being",2005,10.1
"Germany","Exports as a capacity to import","economy",2005,923255079891.571
"Germany","Final consumption expenditure (% of GDP)","economy",2005,75.3144
"Germany","FDI, net inflows (% of GDP)","economy",2005,2.1026
"Germany","GDP growth (annual %)","economy",2005,0.7317
"Germany","Government final consumption (%)","governance",2005,18.7759
"Germany","Gini index","inequality",2005,32.1
"Germany","Gross domestic savings (% of GDP)","economy",2005,24.6856
"Germany","Income share of top 20%","inequality",2005,40.5
"Germany","Income share of bottom 20%","inequality",2005,8.1
"Germany","Inflation (annual %)","economy",2005,1.5469
"Germany","Labor force participation rate (%)","economy",2005,74.04
"Germany","Life expectancy at brith (years)","health & well-being",2005,78.9317
"Germany","Market cap of domestic companies (%)","economy",2005,42.2424
"Germany","Mortality rate under-5 (x/1000)","health & well-being",2005,4.7
"Germany","Suicide mortality rate (x/100,000)","health & well-being",2005,13.3
"Germany","Tax revenue (%)","governance",2005,10.6568
"Germany","Unemployment total (%)","economy",2005,11.17
"Germany","Unemployment youth total (%)","economy",2005,15.53
"Germany","Vulnerable employment (%))","economy",2005,7.45
"India","Adolescent fertility rate (x/1000)","health & well-being",2005,50.799
"India","Consumer price index (2010 = 100)","economy",2005,66.0439
"India","Health expenditure (% of GDP)","health & well-being",2005,3.7912
"India","Death rate (x/1000)","health & well-being",2005,8.074
"India","Exports as a capacity to import","economy",2005,10624955951024.4
"India","Final consumption expenditure (% of GDP)","economy",2005,67.7449
